config,dataset,seed,params,train_samples,epochs,batch,lr,final_train_acc,final_val_acc,best_val_acc,best_val_loss,best_epoch,seconds
c0_2conv_d128_64_32,d138,33,25720298,1380,30,16,0.0001,1.0,0.6899999976158142,0.7250000238418579,0.8015531897544861,19,97.9
c0_2conv_d128_64_32,d234,11,25720298,2340,30,16,0.0001,1.0,0.7200000286102295,0.7450000047683716,0.8985214233398438,8,150.4
c0_2conv_d128_64_32,d234,22,25720298,2340,30,16,0.0001,1.0,0.7099999785423279,0.7149999737739563,0.8252836465835571,11,159.7
c0_2conv_d128_64_32,d234,33,25720298,2340,30,16,0.0001,1.0,0.6899999976158142,0.75,0.8150326013565063,11,161.8
c0_2conv_d128_64_32,d90,11,25720298,900,30,16,0.0001,1.0,0.6600000262260437,0.6949999928474426,1.024179458618164,16,69.9
c0_2conv_d128_64_32,d90,22,25720298,900,30,16,0.0001,1.0,0.6949999928474426,0.6949999928474426,1.0087679624557495,24,71.5
c0_2conv_d128_64_32,d90,33,25720298,900,30,16,0.0001,1.0,0.675000011920929,0.7049999833106995,0.9861633777618408,28,73.0
c1_2conv_d64_32_16,d138,11,12867290,1380,30,16,0.0001,1.0,0.6899999976158142,0.699999988079071,1.0129677057266235,29,94.7
c1_2conv_d64_32_16,d138,22,12867290,1380,30,16,0.0001,1.0,0.6800000071525574,0.6800000071525574,1.034332036972046,30,91.3
c1_2conv_d64_32_16,d138,33,12867290,1380,30,16,0.0001,1.0,0.6650000214576721,0.7099999785423279,0.9844483137130737,24,95.6
c1_2conv_d64_32_16,d234,11,12867290,2340,30,16,0.0001,1.0,0.6800000071525574,0.6949999928474426,0.98359215259552,20,141.6
c1_2conv_d64_32_16,d234,22,12867290,2340,30,16,0.0001,1.0,0.6700000166893005,0.6899999976158142,1.0116804838180542,24,142.9
c1_2conv_d64_32_16,d234,33,12867290,2340,30,16,0.0001,1.0,0.6549999713897705,0.7300000190734863,0.962246835231781,12,150.1
c1_2conv_d64_32_16,d90,11,12867290,900,30,16,0.0001,1.0,0.6700000166893005,0.699999988079071,1.1150810718536377,30,72.5
c1_2conv_d64_32_16,d90,22,12867290,900,30,16,0.0001,1.0,0.625,0.6499999761581421,1.220474362373352,30,73.2
c1_2conv_d64_32_16,d90,33,12867290,900,30,16,0.0001,1.0,0.6449999809265137,0.6949999928474426,1.119349718093872,25,72.8
c2_2conv_wide_d128_64,d138,11,51464906,1380,30,16,0.0001,1.0,0.75,0.7599999904632568,0.7597017884254456,16,170.6
c2_2conv_wide_d128_64,d138,22,51464906,1380,30,16,0.0001,1.0,0.7350000143051147,0.7599999904632568,0.7232029438018799,11,175.9
c2_2conv_wide_d128_64,d138,33,51464906,1380,30,16,0.0001,1.0,0.7599999904632568,0.7699999809265137,0.7392922043800354,8,180.5
c2_2conv_wide_d128_64,d234,22,51464906,2340,30,16,0.0001,1.0,0.7099999785423279,0.75,0.7577203512191772,7,289.8
c2_2conv_wide_d128_64,d234,33,51464906,2340,30,16,0.0001,1.0,0.7450000047683716,0.7799999713897705,0.7461537718772888,8,287.4
c2_2conv_wide_d128_64,d90,11,51464906,900,30,16,0.0001,0.09222222119569778,0.10000000149011612,0.10499999672174454,2.302069664001465,4,123.6
c2_2conv_wide_d128_64,d90,22,51464906,900,30,16,0.0001,1.0,0.6600000262260437,0.7300000190734863,0.8717898726463318,15,122.3
c2_2conv_wide_d128_64,d90,33,51464906,900,30,16,0.0001,1.0,0.7149999737739563,0.7400000095367432,0.9162134528160095,26,124.4
c3_2conv_wide_d64_32,d138,11,25768234,1380,30,16,0.0001,0.093478262424469,0.10000000149011612,0.10000000149011612,2.3026039600372314,14,160.0
c3_2conv_wide_d64_32,d138,22,25768234,1380,30,16,0.0001,0.0782608687877655,0.0949999988079071,0.125,2.301936626434326,16,152.8
c3_2conv_wide_d64_32,d138,33,25768234,1380,30,16,0.0001,1.0,0.7300000190734863,0.7549999952316284,0.8295207023620605,17,153.4
c3_2conv_wide_d64_32,d234,11,25768234,2340,30,16,0.0001,0.10000000149011612,0.10000000149011612,0.10000000149011612,2.3026421070098877,18,245.3
c3_2conv_wide_d64_32,d234,22,25768234,2340,30,16,0.0001,1.0,0.6800000071525574,0.7599999904632568,0.7872633337974548,11,244.2
c3_2conv_wide_d64_32,d234,33,25768234,2340,30,16,0.0001,1.0,0.6850000023841858,0.7300000190734863,0.8485284447669983,12,244.4
c3_2conv_wide_d64_32,d90,11,25768234,900,30,16,0.0001,0.10000000149011612,0.10000000149011612,0.10499999672174454,2.302651882171631,20,114.7
c3_2conv_wide_d64_32,d90,22,25768234,900,30,16,0.0001,1.0,0.7049999833106995,0.7099999785423279,0.9182063341140747,16,112.6
c3_2conv_wide_d64_32,d90,33,25768234,900,30,16,0.0001,1.0,0.6850000023841858,0.7350000143051147,0.9498037099838257,25,113.6
c4_2conv_k5_d128_64,d138,11,25752842,1380,30,16,0.0001,1.0,0.7149999737739563,0.7350000143051147,0.8223381042480469,12,117.2
c4_2conv_k5_d128_64,d138,22,25752842,1380,30,16,0.0001,1.0,0.7149999737739563,0.7549999952316284,0.7785946726799011,11,110.9
c4_2conv_k5_d128_64,d138,33,25752842,1380,30,16,0.0001,1.0,0.6949999928474426,0.7300000190734863,0.792185366153717,8,105.4
c4_2conv_k5_d128_64,d234,11,25752842,2340,30,16,0.0001,1.0,0.7400000095367432,0.7450000047683716,0.8180621862411499,5,161.5
c4_2conv_k5_d128_64,d234,22,25752842,2340,30,16,0.0001,1.0,0.7099999785423279,0.7699999809265137,0.7888273000717163,11,161.6
c4_2conv_k5_d128_64,d234,33,25752842,2340,30,16,0.0001,1.0,0.6899999976158142,0.7400000095367432,0.7898539900779724,6,168.3
c4_2conv_k5_d128_64,d90,11,25752842,900,30,16,0.0001,1.0,0.6650000214576721,0.6949999928474426,1.0104103088378906,13,80.6
c4_2conv_k5_d128_64,d90,22,25752842,900,30,16,0.0001,1.0,0.699999988079071,0.7450000047683716,0.8949117064476013,12,81.1
c4_2conv_k5_d128_64,d90,33,25752842,900,30,16,0.0001,1.0,0.6850000023841858,0.7599999904632568,0.8773286938667297,12,85.6
c5_2conv_k7_d128_64,d138,11,25804298,1380,30,16,0.0001,1.0,0.6949999928474426,0.7250000238418579,0.8431904315948486,8,132.6
c5_2conv_k7_d128_64,d138,22,25804298,1380,30,16,0.0001,1.0,0.7300000190734863,0.7549999952316284,0.8931348919868469,16,132.1
c5_2conv_k7_d128_64,d138,33,25804298,1380,30,16,0.0001,0.08188405632972717,0.10000000149011612,0.10000000149011612,2.3028011322021484,13,128.6
c5_2conv_k7_d128_64,d234,11,25804298,2340,30,16,0.0001,1.0,0.7200000286102295,0.7300000190734863,0.8226527571678162,5,206.9
c5_2conv_k7_d128_64,d234,22,25804298,2340,30,16,0.0001,1.0,0.6800000071525574,0.7649999856948853,0.8512169718742371,8,212.5
c5_2conv_k7_d128_64,d234,33,25804298,2340,30,16,0.0001,1.0,0.6899999976158142,0.7450000047683716,0.7777655124664307,8,213.8
c5_2conv_k7_d128_64,d90,11,25804298,900,30,16,0.0001,1.0,0.6800000071525574,0.699999988079071,1.042479395866394,8,98.5
c5_2conv_k7_d128_64,d90,22,25804298,900,30,16,0.0001,1.0,0.6949999928474426,0.7300000190734863,0.9919106364250183,8,95.9
c5_2conv_k7_d128_64,d90,33,25804298,900,30,16,0.0001,1.0,0.699999988079071,0.7300000190734863,0.895650327205658,12,91.6
c6_2conv_k5_d64_32,d138,11,12901226,1380,30,16,0.0001,1.0,0.7049999833106995,0.7250000238418579,0.8822618126869202,12,103.6
c6_2conv_k5_d64_32,d138,22,12901226,1380,30,16,0.0001,1.0,0.7149999737739563,0.7200000286102295,0.8352789282798767,22,104.4
c6_2conv_k5_d64_32,d138,33,12901226,1380,30,16,0.0001,1.0,0.7450000047683716,0.7549999952316284,0.8326594829559326,18,109.1
c6_2conv_k5_d64_32,d234,11,12901226,2340,30,16,0.0001,1.0,0.7250000238418579,0.7450000047683716,0.8524437546730042,13,164.5
c6_2conv_k5_d64_32,d234,22,12901226,2340,30,16,0.0001,1.0,0.7200000286102295,0.7749999761581421,0.7764431238174438,11,163.5
c6_2conv_k5_d64_32,d234,33,12901226,2340,30,16,0.0001,1.0,0.7300000190734863,0.7400000095367432,0.8075265288352966,13,164.7
c6_2conv_k5_d64_32,d90,11,12901226,900,30,16,0.0001,1.0,0.699999988079071,0.7099999785423279,0.9634099006652832,16,76.8
c6_2conv_k5_d64_32,d90,22,12901226,900,30,16,0.0001,1.0,0.6949999928474426,0.7400000095367432,0.8990825414657593,20,76.7
c6_2conv_k5_d64_32,d90,33,12901226,900,30,16,0.0001,1.0,0.7099999785423279,0.7350000143051147,0.8913746476173401,24,76.4
c7_2conv_wide_k5,d138,11,51599050,1380,30,16,0.0001,1.0,0.6899999976158142,0.7400000095367432,0.8247188329696655,16,205.2
c7_2conv_wide_k5,d138,22,51599050,1380,30,16,0.0001,0.08043478429317474,0.10000000149011612,0.10000000149011612,2.3030214309692383,5,204.4
c7_2conv_wide_k5,d138,33,51599050,1380,30,16,0.0001,0.08985507488250732,0.10000000149011612,0.10000000149011612,2.3029115200042725,25,199.2
c7_2conv_wide_k5,d234,11,51599050,2340,30,16,0.0001,1.0,0.7350000143051147,0.7450000047683716,0.8076409101486206,5,315.3
c7_2conv_wide_k5,d234,22,51599050,2340,30,16,0.0001,0.09188034385442734,0.10000000149011612,0.10000000149011612,2.302917957305908,25,316.1
c7_2conv_wide_k5,d234,33,51599050,2340,30,16,0.0001,0.09188034385442734,0.10000000149011612,0.10999999940395355,2.303142786026001,30,310.8
c7_2conv_wide_k5,d90,11,51599050,900,30,16,0.0001,1.0,0.7200000286102295,0.7350000143051147,0.9203984141349792,13,145.8
c7_2conv_wide_k5,d90,22,51599050,900,30,16,0.0001,1.0,0.7099999785423279,0.75,0.9407157897949219,16,142.3
c7_2conv_wide_k5,d90,33,51599050,900,30,16,0.0001,0.07999999821186066,0.10000000149011612,0.10000000149011612,2.3027679920196533,26,147.2
c8_2conv_d96_48,d138,11,19292218,1380,30,16,0.0001,1.0,0.7099999785423279,0.7400000095367432,0.7848033308982849,12,96.7
c8_2conv_d96_48,d138,22,19292218,1380,30,16,0.0001,1.0,0.7049999833106995,0.7649999856948853,0.7953518033027649,16,95.1
c8_2conv_d96_48,d138,33,19292218,1380,30,16,0.0001,1.0,0.7549999952316284,0.7599999904632568,0.7138498425483704,13,94.8
c8_2conv_d96_48,d234,11,19292218,2340,30,16,0.0001,1.0,0.6850000023841858,0.7350000143051147,0.7964387536048889,11,148.5
c8_2conv_d96_48,d234,22,19292218,2340,30,16,0.0001,1.0,0.6949999928474426,0.7549999952316284,0.7903673052787781,11,141.8
c8_2conv_d96_48,d234,33,19292218,2340,30,16,0.0001,1.0,0.7300000190734863,0.7450000047683716,0.7597654461860657,8,142.7
c8_2conv_d96_48,d90,11,19292218,900,30,16,0.0001,1.0,0.7200000286102295,0.7200000286102295,0.9482713937759399,24,70.5
c8_2conv_d96_48,d90,22,19292218,900,30,16,0.0001,1.0,0.6700000166893005,0.7250000238418579,0.941174328327179,15,74.5
c8_2conv_d96_48,d90,33,19292218,900,30,16,0.0001,1.0,0.699999988079071,0.7300000190734863,0.9014542102813721,17,73.1
