set_num,set_name,word,source_frames,written,padded,trimmed_start,trimmed_end,height,width
58,set_58,red,72,60,0,3,9,1280,720
59,set_59,bat,77,60,0,4,13,1280,720
59,set_59,cup,79,60,0,4,15,1280,720
59,set_59,drop,77,60,0,4,13,1280,720
59,set_59,eat,67,60,0,2,5,1280,720
59,set_59,fish,70,60,0,2,8,1280,720
59,set_59,hot,70,60,0,2,8,1280,720
59,set_59,jump,69,60,0,2,7,1280,720
59,set_59,milk,81,60,0,5,16,1280,720
59,set_59,pen,87,60,0,6,21,1280,720
59,set_59,red,70,60,0,2,8,1280,720
60,set_60,bat,68,60,0,2,6,1280,720
60,set_60,cup,66,60,0,2,4,1280,720
60,set_60,drop,78,60,0,4,14,1280,720
60,set_60,eat,75,60,0,3,12,1280,720
60,set_60,fish,75,60,0,3,12,1280,720
60,set_60,hot,67,60,0,2,5,1280,720
60,set_60,jump,77,60,0,4,13,1280,720
60,set_60,milk,77,60,0,4,13,1280,720
60,set_60,pen,72,60,0,3,9,1280,720
60,set_60,red,72,60,0,3,9,1280,720
