filename,orig_w,orig_h,status
aug_train_40_milk.png,672,800,OK
aug_train_40_pen.png,672,800,OK
aug_train_40_red.png,672,800,OK
aug_train_41_bat.png,672,800,OK
aug_train_41_cup.png,672,800,OK
aug_train_41_drop.png,672,800,OK
aug_train_41_eat.png,672,800,OK
aug_train_41_fish.png,672,800,OK
aug_train_41_hot.png,672,800,OK
aug_train_41_jump.png,672,800,OK
aug_train_41_milk.png,672,800,OK
aug_train_41_pen.png,672,800,OK
aug_train_41_red.png,672,800,OK
aug_train_42_bat.png,672,800,OK
aug_train_42_cup.png,672,800,OK
aug_train_42_drop.png,672,800,OK
aug_train_42_eat.png,672,800,OK
aug_train_42_fish.png,672,800,OK
aug_train_42_hot.png,672,800,OK
aug_train_42_jump.png,672,800,OK
aug_train_42_milk.png,672,800,OK
aug_train_42_pen.png,672,800,OK
aug_train_42_red.png,672,800,OK
aug_train_43_bat.png,672,800,OK
aug_train_43_cup.png,672,800,OK
aug_train_43_drop.png,672,800,OK
aug_train_43_eat.png,672,800,OK
aug_train_43_fish.png,672,800,OK
aug_train_43_hot.png,672,800,OK
aug_train_43_jump.png,672,800,OK
aug_train_43_milk.png,672,800,OK
aug_train_43_pen.png,672,800,OK
aug_train_43_red.png,672,800,OK
aug_train_44_bat.png,672,800,OK
aug_train_44_cup.png,672,800,OK
aug_train_44_drop.png,672,800,OK
aug_train_44_eat.png,672,800,OK
aug_train_44_fish.png,672,800,OK
aug_train_44_hot.png,672,800,OK
aug_train_44_jump.png,672,800,OK
aug_train_44_milk.png,672,800,OK
aug_train_44_pen.png,672,800,OK
aug_train_44_red.png,672,800,OK
aug_train_45_bat.png,672,800,OK
aug_train_45_cup.png,672,800,OK
aug_train_45_drop.png,672,800,OK
aug_train_45_eat.png,672,800,OK
aug_train_45_fish.png,672,800,OK
aug_train_45_hot.png,672,800,OK
aug_train_45_jump.png,672,800,OK
aug_train_45_milk.png,672,800,OK
aug_train_45_pen.png,672,800,OK
aug_train_45_red.png,672,800,OK
aug_train_46_bat.png,672,800,OK
aug_train_46_cup.png,672,800,OK
aug_train_46_drop.png,672,800,OK
aug_train_46_eat.png,672,800,OK
aug_train_46_fish.png,672,800,OK
aug_train_46_hot.png,672,800,OK
aug_train_46_jump.png,672,800,OK
aug_train_46_milk.png,672,800,OK
aug_train_46_pen.png,672,800,OK
aug_train_46_red.png,672,800,OK
aug_train_47_bat.png,672,800,OK
aug_train_47_cup.png,672,800,OK
aug_train_47_drop.png,672,800,OK
aug_train_47_eat.png,672,800,OK
aug_train_47_fish.png,672,800,OK
aug_train_47_hot.png,672,800,OK
aug_train_47_jump.png,672,800,OK
aug_train_47_milk.png,672,800,OK
aug_train_47_pen.png,672,800,OK
aug_train_47_red.png,672,800,OK
aug_train_48_bat.png,672,800,OK
aug_train_48_cup.png,672,800,OK
aug_train_48_drop.png,672,800,OK
aug_train_48_eat.png,672,800,OK
aug_train_48_fish.png,672,800,OK
aug_train_48_hot.png,672,800,OK
aug_train_48_jump.png,672,800,OK
aug_train_48_milk.png,672,800,OK
aug_train_48_pen.png,672,800,OK
aug_train_48_red.png,672,800,OK
aug_validation_01_bat.png,672,800,OK
aug_validation_01_cup.png,672,800,OK
aug_validation_01_drop.png,672,800,OK
aug_validation_01_eat.png,672,800,OK
aug_validation_01_fish.png,672,800,OK
aug_validation_01_hot.png,672,800,OK
aug_validation_01_jump.png,672,800,OK
aug_validation_01_milk.png,672,800,OK
aug_validation_01_pen.png,672,800,OK
aug_validation_01_red.png,672,800,OK
aug_validation_02_bat.png,672,800,OK
aug_validation_02_cup.png,672,800,OK
aug_validation_02_drop.png,672,800,OK
aug_validation_02_eat.png,672,800,OK
aug_validation_02_fish.png,672,800,OK
aug_validation_02_hot.png,672,800,OK
aug_validation_02_jump.png,672,800,OK
aug_validation_02_milk.png,672,800,OK
aug_validation_02_pen.png,672,800,OK
aug_validation_02_red.png,672,800,OK
aug_validation_03_bat.png,672,800,OK
aug_validation_03_cup.png,672,800,OK
aug_validation_03_drop.png,672,800,OK
aug_validation_03_eat.png,672,800,OK
aug_validation_03_fish.png,672,800,OK
aug_validation_03_hot.png,672,800,OK
aug_validation_03_jump.png,672,800,OK
aug_validation_03_milk.png,672,800,OK
aug_validation_03_pen.png,672,800,OK
aug_validation_03_red.png,672,800,OK
aug_validation_04_bat.png,672,800,OK
aug_validation_04_cup.png,672,800,OK
aug_validation_04_drop.png,672,800,OK
aug_validation_04_eat.png,672,800,OK
aug_validation_04_fish.png,672,800,OK
aug_validation_04_hot.png,672,800,OK
aug_validation_04_jump.png,672,800,OK
aug_validation_04_milk.png,672,800,OK
aug_validation_04_pen.png,672,800,OK
aug_validation_04_red.png,672,800,OK
aug_validation_05_bat.png,672,800,OK
aug_validation_05_cup.png,672,800,OK
aug_validation_05_drop.png,672,800,OK
aug_validation_05_eat.png,672,800,OK
aug_validation_05_fish.png,672,800,OK
aug_validation_05_hot.png,672,800,OK
aug_validation_05_jump.png,672,800,OK
aug_validation_05_milk.png,672,800,OK
aug_validation_05_pen.png,672,800,OK
aug_validation_05_red.png,672,800,OK
aug_validation_06_bat.png,672,800,OK
aug_validation_06_cup.png,672,800,OK
aug_validation_06_drop.png,672,800,OK
aug_validation_06_eat.png,672,800,OK
aug_validation_06_fish.png,672,800,OK
aug_validation_06_hot.png,672,800,OK
aug_validation_06_jump.png,672,800,OK
aug_validation_06_milk.png,672,800,OK
aug_validation_06_pen.png,672,800,OK
aug_validation_06_red.png,672,800,OK
aug_validation_07_bat.png,672,800,OK
aug_validation_07_cup.png,672,800,OK
aug_validation_07_drop.png,672,800,OK
aug_validation_07_eat.png,672,800,OK
aug_validation_07_fish.png,672,800,OK
aug_validation_07_hot.png,672,800,OK
aug_validation_07_jump.png,672,800,OK
aug_validation_07_milk.png,672,800,OK
aug_validation_07_pen.png,672,800,OK
aug_validation_07_red.png,672,800,OK
aug_validation_08_bat.png,672,800,OK
aug_validation_08_cup.png,672,800,OK
aug_validation_08_drop.png,672,800,OK
aug_validation_08_eat.png,672,800,OK
aug_validation_08_fish.png,672,800,OK
aug_validation_08_hot.png,672,800,OK
aug_validation_08_jump.png,672,800,OK
aug_validation_08_milk.png,672,800,OK
aug_validation_08_pen.png,672,800,OK
aug_validation_08_red.png,672,800,OK
aug_validation_09_bat.png,672,800,OK
aug_validation_09_cup.png,672,800,OK
aug_validation_09_drop.png,672,800,OK
aug_validation_09_eat.png,672,800,OK
aug_validation_09_fish.png,672,800,OK
aug_validation_09_hot.png,672,800,OK
aug_validation_09_jump.png,672,800,OK
aug_validation_09_milk.png,672,800,OK
aug_validation_09_pen.png,672,800,OK
aug_validation_09_red.png,672,800,OK
aug_validation_10_bat.png,672,800,OK
aug_validation_10_cup.png,672,800,OK
aug_validation_10_drop.png,672,800,OK
aug_validation_10_eat.png,672,800,OK
aug_validation_10_fish.png,672,800,OK
aug_validation_10_hot.png,672,800,OK
aug_validation_10_jump.png,672,800,OK
aug_validation_10_milk.png,672,800,OK
aug_validation_10_pen.png,672,800,OK
aug_validation_10_red.png,672,800,OK
aug_validation_11_bat.png,672,800,OK
aug_validation_11_cup.png,672,800,OK
aug_validation_11_drop.png,672,800,OK
aug_validation_11_eat.png,672,800,OK
aug_validation_11_fish.png,672,800,OK
aug_validation_11_hot.png,672,800,OK
aug_validation_11_jump.png,672,800,OK
aug_validation_11_milk.png,672,800,OK
aug_validation_11_pen.png,672,800,OK
aug_validation_11_red.png,672,800,OK
set_01_bat.png,672,800,OK
set_01_cup.png,672,800,OK
set_01_drop.png,672,800,OK
set_01_eat.png,672,800,OK
set_01_fish.png,672,800,OK
set_01_hot.png,672,800,OK
set_01_jump.png,672,800,OK
set_01_milk.png,672,800,OK
set_01_pen.png,672,800,OK
set_01_red.png,672,800,OK
set_02_bat.png,672,800,OK
set_02_cup.png,672,800,OK
set_02_drop.png,672,800,OK
set_02_eat.png,672,800,OK
set_02_fish.png,672,800,OK
set_02_hot.png,672,800,OK
set_02_jump.png,672,800,OK
set_02_milk.png,672,800,OK
set_02_pen.png,672,800,OK
set_02_red.png,672,800,OK
set_03_bat.png,672,800,OK
set_03_cup.png,672,800,OK
set_03_drop.png,672,800,OK
set_03_eat.png,672,800,OK
set_03_fish.png,672,800,OK
set_03_hot.png,672,800,OK
set_03_jump.png,672,800,OK
set_03_milk.png,672,800,OK
set_03_pen.png,672,800,OK
set_03_red.png,672,800,OK
set_04_bat.png,672,800,OK
set_04_cup.png,672,800,OK
set_04_drop.png,672,800,OK
set_04_eat.png,672,800,OK
set_04_fish.png,672,800,OK
set_04_hot.png,672,800,OK
set_04_jump.png,672,800,OK
